"","CONDITION","SYNDROME","AGERANGE","prev_pop1","prev_pop2","prev_pop3","prev_pop4"
"242","Rotavirus","02Outpatient","99MixedAges",0.134534706616221,0.107107330276706,0.107609093038607,0.121627579384228
"243","Rotavirus","03Inpatient","0-11mo",0.355684764870357,0.311481392815338,0.312313167349184,0.329410642451328
"244","Rotavirus","03Inpatient","12-23mo",0.318964203031196,0.277727009002529,0.278508281529658,0.294400826606814
"245","Rotavirus","03Inpatient","24-59mo",0.219241249354549,0.187075413701754,0.187636341066535,0.200591132997863
"246","Rotavirus","03Inpatient","99MixedAges",0.267902330031744,0.223833062566934,0.224563507576033,0.246221353881573
"247","Rotavirus","04Unspecified","0-11mo",0.300019043740346,0.249552486665496,0.250839603870655,0.268420005737262
"248","Rotavirus","04Unspecified","12-23mo",0.266666862142157,0.220361283121935,0.221545012819836,0.237595622213025
"249","Rotavirus","04Unspecified","24-59mo",0.178997045546235,0.144683343865443,0.145510664816484,0.157837673602851
"250","Rotavirus","04Unspecified","99MixedAges",0.221257133898456,0.174903664452818,0.17594297250073,0.196128464062694
"251","STEC","00Asymptomatic","0-11mo",0.0220135646441031,0.0188366850893686,0.01459657200292,0.0197351003176574
"252","STEC","00Asymptomatic","12-23mo",0.0372270112259273,0.0319691966333059,0.024833794930919,0.0332994449527076
"253","STEC","00Asymptomatic","24-59mo",0.0491248419935944,0.0422921738356608,0.0330450659715869,0.0441349821833428
"254","STEC","00Asymptomatic","99MixedAges",0.0225531617252976,0.0188413401270189,0.0152551357327226,0.0223648481124361
"255","STEC","01CommunityDetected","0-11mo",0.0165629457677227,0.0141263674145005,0.0108460960829451,0.0147547666808357
"256","STEC","01CommunityDetected","12-23mo",0.0281178021060068,0.0240554648179489,0.0185023329951799,0.0249832661038536
"257","STEC","02Outpatient","0-11mo",0.0165166251005892,0.0141176303105266,0.0110394778554994,0.0150414672595891
"258","STEC","02Outpatient","12-23mo",0.0280400879873616,0.0240407363576053,0.0188296239883012,0.0254635804562287
"259","STEC","02Outpatient","24-59mo",0.0371149479587669,0.031887916375684,0.0251067345950991,0.0338386040116662
"260","STEC","02Outpatient","99MixedAges",0.0169238127155095,0.0141211359305465,0.0115394330569955,0.0170566602303096
"261","STEC","03Inpatient","0-11mo",0.0148889174024199,0.0130227880352614,0.010737605056243,0.0141840268238883
"262","STEC","03Inpatient","12-23mo",0.0253059679330572,0.0221936668469111,0.0183186766689303,0.0240265188241411
"263","STEC","03Inpatient","24-59mo",0.0335264829526593,0.0294561383060725,0.0244296970515854,0.0319443829797187
"264","STEC","03Inpatient","99MixedAges",0.0152565993200223,0.0130260253815134,0.0112240442197654,0.0160862196508722
"265","STEC","04Unspecified","99MixedAges",0.0138034489094737,0.012249637640845,0.0107524491536658,0.0162799978884262
"266","Salmonella","00Asymptomatic","0-11mo",0.0128384219540999,0.0112553968472814,0.0124034029858479,0.011281661899066
"267","Salmonella","00Asymptomatic","12-23mo",0.0115016277754163,0.0100914854775732,0.0111435175589392,0.0101620497220243
"268","Salmonella","00Asymptomatic","24-59mo",0.0135858523858219,0.01191262194606,0.0131377709238402,0.0119569294182171
"269","Salmonella","00Asymptomatic","99MixedAges",0.0168008375372318,0.0143500480307691,0.0153421136473915,0.0130307578949043
"270","Salmonella","01CommunityDetected","0-11mo",0.0138601463183022,0.0121512529230358,0.0137559474267319,0.0127846092755212
"271","Salmonella","01CommunityDetected","12-23mo",0.0124183039302961,0.010895722677463,0.0123603957027265,0.0115175794382353
"272","Salmonella","01CommunityDetected","99MixedAges",0.0181321119432589,0.0154883597000705,0.0170095941590037,0.0147632412059943
"273","Salmonella","02Outpatient","0-11mo",0.0214299335727302,0.0188237206850804,0.0205476147681405,0.0183448352868526
"274","Salmonella","02Outpatient","12-23mo",0.019215966518523,0.0168905447434142,0.0184759508914425,0.0165359845836328
"275","Salmonella","02Outpatient","24-59mo",0.0226660621398054,0.0199139745713738,0.0217535556527903,0.0194345612596747
"276","Salmonella","02Outpatient","99MixedAges",0.0279688813841837,0.023948866513151,0.0253663540074279,0.0211655554762894
"277","Salmonella","03Inpatient","0-11mo",0.0340538462889107,0.0304723837738606,0.0328151695846629,0.0305806577533607
"278","Salmonella","03Inpatient","12-23mo",0.0305764299691659,0.0273762813158637,0.0295439669246123,0.027599241988705
"279","Salmonella","03Inpatient","24-59mo",0.0359913695796368,0.032215166383897,0.0347155750820276,0.0323732503215812
"280","Salmonella","03Inpatient","99MixedAges",0.0442704852670262,0.0386442032785491,0.0403922000454375,0.0352152783414626
"281","Salmonella","04Unspecified","0-11mo",0.0194736007024603,0.0170312602407667,0.018689063745631,0.0167297087801837
"282","Salmonella","04Unspecified","12-23mo",0.0174581403257375,0.0152793014337757,0.0168015694167276,0.0150776678676532
"283","Salmonella","04Unspecified","24-59mo",0.0205992588716382,0.0180196029886134,0.0197881298873208,0.0177252248527604
"284","Salmonella","04Unspecified","99MixedAges",0.0254311229995595,0.0216791549283848,0.0230822151628523,0.0193069698679994
"285","Sapovirus","00Asymptomatic","0-11mo",0.0590680704585066,0.0668053706334795,0.0659828952148188,0.0773429795343268
"286","Sapovirus","00Asymptomatic","12-23mo",0.0796352659482506,0.0897977053739982,0.0887199179734356,0.103248499393996
"287","Sapovirus","00Asymptomatic","24-59mo",0.0528273762798313,0.059778214992414,0.0590433151198381,0.0689783614445299
"288","Sapovirus","00Asymptomatic","99MixedAges",0.0409189772897059,0.0477031618423616,0.0470301983273792,0.0624752299786048
"289","Sapovirus","01CommunityDetected","0-11mo",0.121928154284639,0.136259687761261,0.134628540686785,0.155461036043455
"290","Sapovirus","01CommunityDetected","12-23mo",0.160646025704746,0.178581628164459,0.176548928166024,0.201808699918502
"291","Sapovirus","01CommunityDetected","99MixedAges",0.0862349625596723,0.0994134886249882,0.0980277185915905,0.127654183911957
"292","Sapovirus","02Outpatient","0-11mo",0.0682934132209329,0.077392815656023,0.076501019322274,0.0896720499694104
"293","Sapovirus","02Outpatient","12-23mo",0.0917595702003529,0.103624395373245,0.102464865701825,0.119173724056708
"294","Sapovirus","02Outpatient","24-59mo",0.0611413721478281,0.0693347269991512,0.0685363948235917,0.0800897893016882
"295","Sapovirus","02Outpatient","99MixedAges",0.047452717674333,0.0554431134030289,0.0547040799664583,0.0726208073878498
"296","Sapovirus","03Inpatient","0-11mo",0.0760164977641803,0.08432501578571,0.0835465068020687,0.0961482070909691
"297","Sapovirus","03Inpatient","12-23mo",0.101846286221284,0.112619392694146,0.11161254200763,0.127482133570893
"298","Sapovirus","03Inpatient","24-59mo",0.0681147846479553,0.0756042979678579,0.0749078647744421,0.0859392424955106
"299","Sapovirus","03Inpatient","99MixedAges",0.0529529420018422,0.0605382497237415,0.0598722877714579,0.077970991321163
"300","Sapovirus","04Unspecified","99MixedAges",0.0421083025801792,0.0491773637741658,0.0490866058267265,0.0736849489673841
"301","Shigella","00Asymptomatic","0-11mo",0.0123829321488671,0.0210886959926917,0.0176861327568517,0.0276599945263515
"302","Shigella","00Asymptomatic","12-23mo",0.0367685755851745,0.0613810480241884,0.0518334729662805,0.0792978168416126
"303","Shigella","00Asymptomatic","24-59mo",0.0607618247759421,0.09976645246047,0.0847452359792118,0.127423670857695
"304","Shigella","00Asymptomatic","99MixedAges",0.0103020924574255,0.0196770651905858,0.0169962591760846,0.0292990698225202
"305","Shigella","01CommunityDetected","0-11mo",0.0315860106999859,0.0536484906599181,0.0441567889496225,0.0684042242430141
"306","Shigella","01CommunityDetected","12-23mo",0.0903294025670547,0.146819732695007,0.123012019677254,0.181878491836035
"307","Shigella","01CommunityDetected","99MixedAges",0.0263644095305674,0.0501690771183726,0.042479038991718,0.0722782457878528
"308","Shigella","02Outpatient","0-11mo",0.040728829523913,0.0674234983036556,0.0572443833936281,0.0880309875009847
"309","Shigella","02Outpatient","12-23mo",0.114466123050882,0.179968313183627,0.155665197669089,0.226159594485542
"310","Shigella","02Outpatient","24-59mo",0.179701811350375,0.271094631334089,0.237959269715952,0.331339855794809
"311","Shigella","02Outpatient","99MixedAges",0.0340489361142735,0.0631102744788045,0.0550980306477254,0.0929057041726403
"312","Shigella","03Inpatient","0-11mo",0.0474213477341203,0.0756072463896512,0.0657045684809711,0.0970909783484299
"313","Shigella","03Inpatient","12-23mo",0.131612691937789,0.19889905905836,0.175956249259416,0.24560696461656
"314","Shigella","03Inpatient","24-59mo",0.204365214652459,0.296149146121723,0.265602977424373,0.35567461826641
"315","Shigella","03Inpatient","99MixedAges",0.0396892351700875,0.070810242483345,0.0632622908411439,0.102411053195608
"316","Shigella","04Unspecified","0-11mo",0.0358283190324576,0.0627563163886213,0.0527363511384713,0.0839546932213847
"317","Shigella","04Unspecified","12-23mo",0.10163349678123,0.168921706020577,0.144595227311903,0.217210626801211
"318","Shigella","04Unspecified","24-59mo",0.160884426880851,0.256202160652217,0.222579787410624,0.31994975193822
"319","Shigella","04Unspecified","99MixedAges",0.0299270788288816,0.0587228616171592,0.0507499261059662,0.0886256211190178
"320","Vibrio","00Asymptomatic","0-11mo",0.0017625341830826,0.00121837855235623,0.00117858121689475,0.00129801764269182
"321","Vibrio","00Asymptomatic","12-23mo",0.00229026342610915,0.0015960911039307,0.00154039102227444,0.00168307081016685
"322","Vibrio","00Asymptomatic","24-59mo",0.00432120501451318,0.00300770159463303,0.00290112986957458,0.00319516833725647
"323","Vibrio","00Asymptomatic","99MixedAges",0.00221099919568991,0.00139647744262763,0.00136753932804729,0.00155875989420579
"324","Vibrio","02Outpatient","0-11mo",0.00456947152564192,0.00314416486425332,0.00305498099779654,0.00343040219677388
"325","Vibrio","02Outpatient","12-23mo",0.00593264519404436,0.00411643461580645,0.0039905208687285,0.00444520551593474
"326","Vibrio","02Outpatient","24-59mo",0.0111574283222902,0.00773980049352299,0.00749938016508311,0.00841792401874219
"327","Vibrio","02Outpatient","99MixedAges",0.00572804470706563,0.00360275393799653,0.00354370887440822,0.00411772594374305
"328","Vibrio","03Inpatient","0-11mo",0.0125988866248124,0.00922195350566539,0.00904344349925496,0.00931627916635198
"329","Vibrio","03Inpatient","12-23mo",0.0163181439757287,0.0120509367875539,0.011791166047188,0.0120512241240617
"330","Vibrio","03Inpatient","24-59mo",0.0304094699909122,0.0225006097870254,0.0220075647067271,0.0226667404496862
"331","Vibrio","03Inpatient","99MixedAges",0.0157610552062524,0.0105576239289565,0.0104801190422912,0.0111696937127796
