"","SITE_ID","EST_ID","CONDITION_ID","SYNDROME","SEX","SUBJECTS","SAMPLES","CASES","PREV","SE","COVIDENCEID","CONDITION","SOURCE_ID","SITE_WHO_REGION","SITE_INCOME","SITE_LEVEL","SITE_ISO","SITE_COUNTRY","SITE_RV_VAX","AGERANGE","DIAGMETHOD","MIDPOINT","URBAN","yi","vi"
"2453","PMID36660904-15","PMID36660904-15-01","PMID36660904-15-EPTP-01","02Outpatient","Both",58,58,9,0.155172413793103,0.0475419843112789,41779,"EPTP","PMID36660904","Sub-Saharan Africa","Africa","National","MUS","Mauritius","YES","0-11mo","01Dx_Molc",188,"YES",-1.69459572077441,0.131519274376417
"2454","PMID36660904-15","PMID36660904-15-02","PMID36660904-15-EPTP-02","02Outpatient","Both",36,36,7,0.194444444444444,0.0659620687443287,41779,"EPTP","PMID36660904","Sub-Saharan Africa","Africa","National","MUS","Mauritius","YES","12-23mo","01Dx_Molc",188,"YES",-1.42138568093116,0.177339901477833
"2455","PMID36660904-15","PMID36660904-15-03","PMID36660904-15-EPTP-03","02Outpatient","Both",61,61,5,0.0819672131147541,0.0351224063481957,41779,"EPTP","PMID36660904","Sub-Saharan Africa","Africa","National","MUS","Mauritius","YES","24-59mo","01Dx_Molc",188,"YES",-2.41591377830105,0.217857142857143
"2456","PMID36660904-17","PMID36660904-17-01","PMID36660904-17-EPTP-01","02Outpatient","Both",101,101,17,0.168316831683168,0.0372290576195621,41779,"EPTP","PMID36660904","East Asia and Pacific","South-East Asia","National","MMR","Myanmar","NO","0-11mo","01Dx_Molc",188,"YES",-1.5976034547871,0.0707282913165266
"2457","PMID36660904-17","PMID36660904-17-02","PMID36660904-17-EPTP-02","02Outpatient","Both",73,73,8,0.10958904109589,0.0365609423995723,41779,"EPTP","PMID36660904","East Asia and Pacific","South-East Asia","National","MMR","Myanmar","NO","12-23mo","01Dx_Molc",188,"YES",-2.0949457282158,0.140384615384615
"2458","PMID36660904-17","PMID36660904-17-03","PMID36660904-17-EPTP-03","02Outpatient","Both",26,26,1,0.0384615384615385,0.0377146413727277,41779,"EPTP","PMID36660904","East Asia and Pacific","South-East Asia","National","MMR","Myanmar","NO","24-59mo","01Dx_Molc",188,"YES",-3.2188758248682,1.04
"2459","PMID36660904-18","PMID36660904-18-01","PMID36660904-18-EPTP-01","02Outpatient","Both",70,70,1,0.0142857142857143,0.0141833064113421,41779,"EPTP","PMID36660904","Latin America and Caribbean","Americas","National","NIC","Nicaragua","YES","0-11mo","01Dx_Molc",188,"YES",-4.23410650459726,1.01449275362319
"2460","PMID36660904-18","PMID36660904-18-02","PMID36660904-18-EPTP-02","02Outpatient","Both",71,71,6,0.0845070422535211,0.0330099434577776,41779,"EPTP","PMID36660904","Latin America and Caribbean","Americas","National","NIC","Nicaragua","YES","12-23mo","01Dx_Molc",188,"YES",-2.38262780066758,0.182051282051282
"2461","PMID36660904-18","PMID36660904-18-03","PMID36660904-18-EPTP-03","02Outpatient","Both",68,68,2,0.0294117647058824,0.0204891337064481,41779,"EPTP","PMID36660904","Latin America and Caribbean","Americas","National","NIC","Nicaragua","YES","24-59mo","01Dx_Molc",188,"YES",-3.49650756146648,0.515151515151515
"2462","PMID36660904-19","PMID36660904-19-01","PMID36660904-19-EPTP-01","02Outpatient","Both",87,87,18,0.206896551724138,0.0434292089601657,41779,"EPTP","PMID36660904","Sub-Saharan Africa","Africa","National","NGA","Nigeria","NO","0-11mo","01Dx_Molc",186,"YES",-1.34373474670109,0.070048309178744
"2463","PMID36660904-19","PMID36660904-19-02","PMID36660904-19-EPTP-02","02Outpatient","Both",45,45,14,0.311111111111111,0.069012235252457,41779,"EPTP","PMID36660904","Sub-Saharan Africa","Africa","National","NGA","Nigeria","NO","12-23mo","01Dx_Molc",186,"YES",-0.794929874869888,0.1036866359447
"2464","PMID36660904-19","PMID36660904-19-03","PMID36660904-19-EPTP-03","02Outpatient","Both",12,12,3,0.25,0.125,41779,"EPTP","PMID36660904","Sub-Saharan Africa","Africa","National","NGA","Nigeria","NO","24-59mo","01Dx_Molc",186,"YES",-1.09861228866811,0.444444444444444
"2465","PMID36660904-20","PMID36660904-20-01","PMID36660904-20-EPTP-01","02Outpatient","Both",70,70,9,0.128571428571429,0.040007287965807,41779,"EPTP","PMID36660904","Latin America and Caribbean","Americas","National","PRY","Paraguay","YES","0-11mo","01Dx_Molc",188,"YES",-1.91364928683709,0.127504553734062
"2466","PMID36660904-20","PMID36660904-20-02","PMID36660904-20-EPTP-02","02Outpatient","Both",38,38,6,0.157894736842105,0.0591527880998965,41779,"EPTP","PMID36660904","Latin America and Caribbean","Americas","National","PRY","Paraguay","YES","12-23mo","01Dx_Molc",188,"YES",-1.67397643357167,0.197916666666667
"2467","PMID36660904-20","PMID36660904-20-03","PMID36660904-20-EPTP-03","02Outpatient","Both",34,34,1,0.0294117647058824,0.0289760107689346,41779,"EPTP","PMID36660904","Latin America and Caribbean","Americas","National","PRY","Paraguay","YES","24-59mo","01Dx_Molc",188,"YES",-3.49650756146648,1.03030303030303
"2468","PMID36660904-21","PMID36660904-21-01","PMID36660904-21-EPTP-01","02Outpatient","Both",67,67,13,0.194029850746269,0.0483121485549418,41779,"EPTP","PMID36660904","Latin America and Caribbean","Americas","National","PER","Peru","YES","0-11mo","01Dx_Molc",188,"YES",-1.42403468910274,0.0954415954415954
"2469","PMID36660904-21","PMID36660904-21-02","PMID36660904-21-EPTP-02","02Outpatient","Both",63,63,12,0.19047619047619,0.0494726172999352,41779,"EPTP","PMID36660904","Latin America and Caribbean","Americas","National","PER","Peru","YES","12-23mo","01Dx_Molc",188,"YES",-1.44691898293633,0.102941176470588
"2470","PMID36660904-21","PMID36660904-21-03","PMID36660904-21-EPTP-03","02Outpatient","Both",45,45,9,0.2,0.0596284793999944,41779,"EPTP","PMID36660904","Latin America and Caribbean","Americas","National","PER","Peru","YES","24-59mo","01Dx_Molc",188,"YES",-1.38629436111989,0.138888888888889
"2471","PMID36660904-22","PMID36660904-22-01","PMID36660904-22-EPTP-01","02Outpatient","Both",91,91,6,0.0659340659340659,0.0260149502417757,41779,"EPTP","PMID36660904","Europe and Central Asia","Europe","National","TJK","Tajikistan","YES","0-11mo","01Dx_Molc",188,"YES",-2.65089178726226,0.17843137254902
"2472","PMID36660904-22","PMID36660904-22-02","PMID36660904-22-EPTP-02","02Outpatient","Both",73,73,7,0.0958904109589041,0.0344617000123358,41779,"EPTP","PMID36660904","Europe and Central Asia","Europe","National","TJK","Tajikistan","YES","12-23mo","01Dx_Molc",188,"YES",-2.24374459297111,0.158008658008658
"2473","PMID36660904-22","PMID36660904-22-03","PMID36660904-22-EPTP-03","02Outpatient","Both",36,36,4,0.111111111111111,0.0523782800878924,41779,"EPTP","PMID36660904","Europe and Central Asia","Europe","National","TJK","Tajikistan","YES","24-59mo","01Dx_Molc",188,"YES",-2.07944154167984,0.28125
"2474","PMID36660904-23","PMID36660904-23-01","PMID36660904-23-EPTP-01","02Outpatient","Both",121,121,23,0.190082644628099,0.0356696543064439,41779,"EPTP","PMID36660904","Sub-Saharan Africa","Africa","National","UGA","Uganda","NO","0-11mo","01Dx_Molc",186,"YES",-1.44947326274142,0.0536823425022183
"2475","PMID36660904-23","PMID36660904-23-02","PMID36660904-23-EPTP-02","02Outpatient","Both",43,43,10,0.232558139534884,0.0644249791349123,41779,"EPTP","PMID36660904","Sub-Saharan Africa","Africa","National","UGA","Uganda","NO","12-23mo","01Dx_Molc",186,"YES",-1.19392246847243,0.13030303030303
"2476","PMID36660904-23","PMID36660904-23-03","PMID36660904-23-EPTP-03","02Outpatient","Both",8,8,2,0.25,0.153093108923949,41779,"EPTP","PMID36660904","Sub-Saharan Africa","Africa","National","UGA","Uganda","NO","24-59mo","01Dx_Molc",186,"YES",-1.09861228866811,0.666666666666667
"2477","PMID36660904-25","PMID36660904-25-01","PMID36660904-25-EPTP-01","02Outpatient","Both",92,92,9,0.0978260869565217,0.0309726639058887,41779,"EPTP","PMID36660904","Europe and Central Asia","Europe","National","UZB","Uzbekistan","YES","0-11mo","01Dx_Molc",188,"YES",-2.22161603046038,0.123159303882195
"2478","PMID36660904-25","PMID36660904-25-02","PMID36660904-25-EPTP-02","02Outpatient","Both",53,53,15,0.283018867924528,0.0618761984177058,41779,"EPTP","PMID36660904","Europe and Central Asia","Europe","National","UZB","Uzbekistan","YES","12-23mo","01Dx_Molc",188,"YES",-0.929535958624176,0.0929824561403509
"2479","PMID36660904-25","PMID36660904-25-03","PMID36660904-25-EPTP-03","02Outpatient","Both",55,55,8,0.145454545454545,0.0475389831728861,41779,"EPTP","PMID36660904","Europe and Central Asia","Europe","National","UZB","Uzbekistan","YES","24-59mo","01Dx_Molc",188,"YES",-1.77070606003022,0.146276595744681
"2480","PMID36660904-26","PMID36660904-26-01","PMID36660904-26-EPTP-01","02Outpatient","Both",111,111,11,0.0990990990990991,0.028360368816908,41779,"EPTP","PMID36660904","East Asia and Pacific","Western Pacific","National","VNM","Vietnam","NO","0-11mo","01Dx_Molc",186,"YES",-2.20727491318972,0.100909090909091
"2481","PMID36660904-26","PMID36660904-26-02","PMID36660904-26-EPTP-02","02Outpatient","Both",47,47,8,0.170212765957447,0.0548189244118446,41779,"EPTP","PMID36660904","East Asia and Pacific","Western Pacific","National","VNM","Vietnam","NO","12-23mo","01Dx_Molc",186,"YES",-1.58412010444981,0.150641025641026
"2482","PMID36660904-26","PMID36660904-26-03","PMID36660904-26-EPTP-03","02Outpatient","Both",17,17,1,0.0588235294117647,0.0570672058909019,41779,"EPTP","PMID36660904","East Asia and Pacific","Western Pacific","National","VNM","Vietnam","NO","24-59mo","01Dx_Molc",186,"YES",-2.77258872223978,1.0625
"2483","PMID36660904-27","PMID36660904-27-01","PMID36660904-27-EPTP-01","02Outpatient","Both",168,168,40,0.238095238095238,0.0328602647305883,41779,"EPTP","PMID36660904","Sub-Saharan Africa","Africa","National","ZMB","Zambia","YES","0-11mo","01Dx_Molc",186,"YES",-1.16315080980568,0.0328125
"2484","PMID36660904-27","PMID36660904-27-02","PMID36660904-27-EPTP-02","02Outpatient","Both",85,85,23,0.270588235294118,0.0481871647804967,41779,"EPTP","PMID36660904","Sub-Saharan Africa","Africa","National","ZMB","Zambia","YES","12-23mo","01Dx_Molc",186,"YES",-0.991640169115942,0.0596072931276297
"2485","PMID36660904-27","PMID36660904-27-03","PMID36660904-27-EPTP-03","02Outpatient","Both",36,36,11,0.305555555555556,0.0767737219989676,41779,"EPTP","PMID36660904","Sub-Saharan Africa","Africa","National","ZMB","Zambia","YES","24-59mo","01Dx_Molc",186,"YES",-0.82098055206983,0.130909090909091
"2486","PMID36660904-28","PMID36660904-28-01","PMID36660904-28-EPTP-01","02Outpatient","Both",54,54,4,0.0740740740740741,0.0356389055055325,41779,"EPTP","PMID36660904","Sub-Saharan Africa","Africa","National","ZWE","Zimbabwe","YES","0-11mo","01Dx_Molc",186,"YES",-2.52572864430826,0.27
"2487","PMID36660904-28","PMID36660904-28-02","PMID36660904-28-EPTP-02","02Outpatient","Both",57,57,5,0.087719298245614,0.0374691973986659,41779,"EPTP","PMID36660904","Sub-Saharan Africa","Africa","National","ZWE","Zimbabwe","YES","12-23mo","01Dx_Molc",186,"YES",-2.34180580614733,0.219230769230769
"2488","PMID36660904-28","PMID36660904-28-03","PMID36660904-28-EPTP-03","02Outpatient","Both",37,37,4,0.108108108108108,0.0510486638704343,41779,"EPTP","PMID36660904","Sub-Saharan Africa","Africa","National","ZWE","Zimbabwe","YES","24-59mo","01Dx_Molc",186,"YES",-2.11021320034659,0.28030303030303
"2489","PMID36839587-01","PMID36839587-01-01","PMID36839587-01-EPTP-01","02Outpatient","Both",115,115,48,0.417391304347826,0.0459844778539593,41931,"EPTP","PMID36839587","Sub-Saharan Africa","Africa","Subnational","ZAF","South Africa","YES","0-11mo","01Dx_Molc",548,"NO",-0.333491608483075,0.0357587064676617
"2490","PMID36839587-01","PMID36839587-01-02","PMID36839587-01-EPTP-02","02Outpatient","Both",52,52,26,0.5,0.0693375245281536,41931,"EPTP","PMID36839587","Sub-Saharan Africa","Africa","Subnational","ZAF","South Africa","YES","12-23mo","01Dx_Molc",548,"NO",0,0.0769230769230769
"2491","PMID36839587-01","PMID36839587-01-03","PMID36839587-01-EPTP-03","02Outpatient","Both",32,32,12,0.375,0.0855816496101822,41931,"EPTP","PMID36839587","Sub-Saharan Africa","Africa","Subnational","ZAF","South Africa","YES","24-59mo","01Dx_Molc",548,"NO",-0.510825623765991,0.133333333333333
"2492","PMID36848891-01","PMID36848891-01-01","PMID36848891-01-EPTP-01","02Outpatient","Both",284,284,12,0.0422535211267606,0.0119370651722518,41930,"EPTP","PMID36848891","Sub-Saharan Africa","Africa","Subnational","GAB","Gabon","NO","99MixedAges","01Dx_Molc",594,"YES",-3.120895416508,0.0870098039215686
