"","SITE_ID","EST_ID","CONDITION_ID","SYNDROME","SEX","SUBJECTS","SAMPLES","CASES","PREV","SE","COVIDENCEID","CONDITION","SOURCE_ID","SITE_WHO_REGION","SITE_INCOME","SITE_LEVEL","SITE_ISO","SITE_COUNTRY","SITE_RV_VAX","AGERANGE","DIAGMETHOD","MIDPOINT","URBAN","yi","vi"
"945","PMID30287127-04","PMID30287127-04-04","PMID30287127-04-CRYP-04","01CommunityDetected","Both",173,424,42,0.0990566037735849,0.0145079998282038,41977,"Cryptosporidium","PMID30287127","South Asia","South-East Asia","Subnational","NPL","Nepal","NO","12-23mo","01Dx_Molc",1144,"YES",-2.20775099032321,0.0264273248566442
"946","PMID30287127-04","PMID30287127-04-05","PMID30287127-04-CRYP-05","00Asymptomatic","Both",170,211,25,0.118483412322275,0.0222486054013919,41977,"Cryptosporidium","PMID30287127","South Asia","South-East Asia","Subnational","NPL","Nepal","NO","24-59mo","01Dx_Molc",1144,"YES",-2.006870848845,0.0453763440860215
"947","PMID30287127-05","PMID30287127-05-01","PMID30287127-05-CRYP-01","00Asymptomatic","Both",245,2124,98,0.0461393596986817,0.00455198675531506,41977,"Cryptosporidium","PMID30287127","South Asia","Eastern Mediterranean","Subnational","PAK","Pakistan","NO","0-11mo","01Dx_Molc",1278,"NO",-3.02885120613806,0.0106976650482503
"948","PMID30287127-05","PMID30287127-05-02","PMID30287127-05-CRYP-02","01CommunityDetected","Both",226,1199,64,0.0533778148457048,0.00649171048549802,41977,"Cryptosporidium","PMID30287127","South Asia","Eastern Mediterranean","Subnational","PAK","Pakistan","NO","0-11mo","01Dx_Molc",1278,"NO",-2.87550484655583,0.0165060572687225
"949","PMID30287127-05","PMID30287127-05-03","PMID30287127-05-CRYP-03","00Asymptomatic","Both",246,2447,244,0.0997139354311402,0.00605691121633968,41977,"Cryptosporidium","PMID30287127","South Asia","Eastern Mediterranean","Subnational","PAK","Pakistan","NO","12-23mo","01Dx_Molc",1278,"NO",-2.20040712150914,0.00455228711965055
"950","PMID30287127-05","PMID30287127-05-04","PMID30287127-05-CRYP-04","01CommunityDetected","Both",190,635,83,0.130708661417323,0.0133766695034464,41977,"Cryptosporidium","PMID30287127","South Asia","Eastern Mediterranean","Subnational","PAK","Pakistan","NO","12-23mo","01Dx_Molc",1278,"NO",-1.8947074384805,0.0138597869739829
"951","PMID30287127-05","PMID30287127-05-05","PMID30287127-05-CRYP-05","00Asymptomatic","Both",92,101,8,0.0792079207920792,0.0268722732581032,41977,"Cryptosporidium","PMID30287127","South Asia","Eastern Mediterranean","Subnational","PAK","Pakistan","NO","24-59mo","01Dx_Molc",1278,"NO",-2.45315795147342,0.135752688172043
"952","PMID30287127-06","PMID30287127-06-01","PMID30287127-06-CRYP-01","00Asymptomatic","Both",194,1986,109,0.0548841893252769,0.00511065446563962,41977,"Cryptosporidium","PMID30287127","Latin America and Caribbean","Americas","Subnational","PER","Peru","YES","0-11mo","01Dx_Molc",1276,"YES",-2.84608215435737,0.00970707697721819
"953","PMID30287127-06","PMID30287127-06-02","PMID30287127-06-CRYP-02","01CommunityDetected","Both",178,756,63,0.0833333333333333,0.0100520397841076,41977,"Cryptosporidium","PMID30287127","Latin America and Caribbean","Americas","Subnational","PER","Peru","YES","0-11mo","01Dx_Molc",1276,"YES",-2.39789527279837,0.0173160173160173
"954","PMID30287127-06","PMID30287127-06-03","PMID30287127-06-CRYP-03","00Asymptomatic","Both",194,2165,407,0.187990762124711,0.00839691561871641,41977,"Cryptosporidium","PMID30287127","Latin America and Caribbean","Americas","Subnational","PER","Peru","YES","12-23mo","01Dx_Molc",1276,"YES",-1.46311889280253,0.00302583067088187
"955","PMID30287127-06","PMID30287127-06-04","PMID30287127-06-CRYP-04","01CommunityDetected","Both",182,818,178,0.21760391198044,0.0144268007131071,41977,"Cryptosporidium","PMID30287127","Latin America and Caribbean","Americas","Subnational","PER","Peru","YES","12-23mo","01Dx_Molc",1276,"YES",-1.27968462606163,0.00718047752808989
"956","PMID30287127-06","PMID30287127-06-05","PMID30287127-06-CRYP-05","00Asymptomatic","Both",142,172,16,0.0930232558139535,0.0221477503833892,41977,"Cryptosporidium","PMID30287127","Latin America and Caribbean","Americas","Subnational","PER","Peru","YES","24-59mo","01Dx_Molc",1276,"YES",-2.27726728500976,0.0689102564102564
"957","PMID30287127-07","PMID30287127-07-01","PMID30287127-07-CRYP-01","00Asymptomatic","Both",237,2163,78,0.0360610263522885,0.00400881072696351,41977,"Cryptosporidium","PMID30287127","Sub-Saharan Africa","Africa","Subnational","ZAF","South Africa","YES","0-11mo","01Dx_Molc",1316,"NO",-3.28581530754331,0.0133001291274673
"958","PMID30287127-07","PMID30287127-07-02","PMID30287127-07-CRYP-02","01CommunityDetected","Both",54,57,0,0,0,41977,"Cryptosporidium","PMID30287127","Sub-Saharan Africa","Africa","Subnational","ZAF","South Africa","YES","0-11mo","01Dx_Molc",1316,"NO",-4.74493212836325,2.01739130434783
"959","PMID30287127-07","PMID30287127-07-03","PMID30287127-07-CRYP-03","00Asymptomatic","Both",237,2333,160,0.0685812258894128,0.00523260252324542,41977,"Cryptosporidium","PMID30287127","Sub-Saharan Africa","Africa","Subnational","ZAF","South Africa","YES","12-23mo","01Dx_Molc",1316,"NO",-2.6086901650226,0.0067101932811781
"960","PMID30287127-07","PMID30287127-07-04","PMID30287127-07-CRYP-04","01CommunityDetected","Both",50,60,6,0.1,0.0387298334620742,41977,"Cryptosporidium","PMID30287127","Sub-Saharan Africa","Africa","Subnational","ZAF","South Africa","YES","12-23mo","01Dx_Molc",1316,"NO",-2.19722457733622,0.185185185185185
"961","PMID30287127-07","PMID30287127-07-05","PMID30287127-07-CRYP-05","00Asymptomatic","Both",98,104,15,0.144230769230769,0.0344501108681187,41977,"Cryptosporidium","PMID30287127","Sub-Saharan Africa","Africa","Subnational","ZAF","South Africa","YES","24-59mo","01Dx_Molc",1316,"NO",-1.78058616862993,0.0779026217228464
"962","PMID30287127-08","PMID30287127-08-01","PMID30287127-08-CRYP-01","00Asymptomatic","Both",209,1961,198,0.100968893421724,0.00680365621413373,41977,"Cryptosporidium","PMID30287127","Sub-Saharan Africa","Africa","Subnational","TZA","Tanzania","NO","0-11mo","01Dx_Molc",1257,"NO",-2.18650515170334,0.00561772002498038
"963","PMID30287127-08","PMID30287127-08-02","PMID30287127-08-CRYP-02","01CommunityDetected","Both",80,116,11,0.0948275862068965,0.0272021986784205,41977,"Cryptosporidium","PMID30287127","Sub-Saharan Africa","Africa","Subnational","TZA","Tanzania","NO","0-11mo","01Dx_Molc",1257,"NO",-2.25606507735915,0.1004329004329
"964","PMID30287127-08","PMID30287127-08-03","PMID30287127-08-CRYP-03","00Asymptomatic","Both",209,2171,396,0.18240442192538,0.00828813920003162,41977,"Cryptosporidium","PMID30287127","Sub-Saharan Africa","Africa","Subnational","TZA","Tanzania","NO","12-23mo","01Dx_Molc",1257,"NO",-1.50014149065504,0.00308863280694267
"965","PMID30287127-08","PMID30287127-08-04","PMID30287127-08-CRYP-04","01CommunityDetected","Both",39,43,5,0.116279069767442,0.0488848308857833,41977,"Cryptosporidium","PMID30287127","Sub-Saharan Africa","Africa","Subnational","TZA","Tanzania","NO","12-23mo","01Dx_Molc",1257,"NO",-2.02814824729229,0.226315789473684
"966","PMID30287127-08","PMID30287127-08-05","PMID30287127-08-CRYP-05","00Asymptomatic","Both",161,214,21,0.0981308411214953,0.0203360987379543,41977,"Cryptosporidium","PMID30287127","Sub-Saharan Africa","Africa","Subnational","TZA","Tanzania","NO","24-59mo","01Dx_Molc",1257,"NO",-2.21816775118146,0.0528003947693067
"967","PMID30816414-01","PMID30816414-01-01","PMID30816414-01-CRYP-01","03Inpatient","Both",403,403,108,0.267990074441687,0.0220630381793463,41808,"Cryptosporidium","PMID30816414","Sub-Saharan Africa","Africa","Subnational","MWI","Malawi","YES","0-11mo","01Dx_Molc",685,"YES",-1.0048441292156,0.0126490897677338
"968","PMID30816414-01","PMID30816414-01-02","PMID30816414-01-CRYP-02","03Inpatient","Both",219,219,65,0.296803652968037,0.0308710119937772,41808,"Cryptosporidium","PMID30816414","Sub-Saharan Africa","Africa","Subnational","MWI","Malawi","YES","12-23mo","01Dx_Molc",685,"YES",-0.862565332517992,0.0218781218781219
"969","PMID30816414-01","PMID30816414-01-03","PMID30816414-01-CRYP-03","03Inpatient","Both",61,61,17,0.278688524590164,0.0574058360619016,41808,"Cryptosporidium","PMID30816414","Sub-Saharan Africa","Africa","Subnational","MWI","Malawi","YES","24-59mo","01Dx_Molc",685,"YES",-0.950976289862045,0.0815508021390374
"970","PMID30816414-01","PMID30816414-01-04","PMID30816414-01-CRYP-04","00Asymptomatic","Both",259,259,24,0.0926640926640927,0.0180173081301853,41808,"Cryptosporidium","PMID30816414","Sub-Saharan Africa","Africa","Subnational","MWI","Malawi","YES","0-11mo","01Dx_Molc",685,"YES",-2.28153168379621,0.0459219858156028
"971","PMID30816414-01","PMID30816414-01-05","PMID30816414-01-CRYP-05","00Asymptomatic","Both",192,192,17,0.0885416666666667,0.0205017834501857,41808,"Cryptosporidium","PMID30816414","Sub-Saharan Africa","Africa","Subnational","MWI","Malawi","YES","12-23mo","01Dx_Molc",685,"YES",-2.3315726298673,0.0645378151260504
"972","PMID30816414-01","PMID30816414-01-06","PMID30816414-01-CRYP-06","00Asymptomatic","Both",70,70,1,0.0142857142857143,0.0141833064113421,41808,"Cryptosporidium","PMID30816414","Sub-Saharan Africa","Africa","Subnational","MWI","Malawi","YES","24-59mo","01Dx_Molc",685,"YES",-4.23410650459726,1.01449275362319
"973","PMID31004129-01","PMID31004129-01-01","PMID31004129-01-CRYP-01","01CommunityDetected","Both",129,161,42,0.260869565217391,0.0346066301729841,41963,"Cryptosporidium","PMID31004129","Sub-Saharan Africa","Africa","Subnational","ZWE","Zimbabwe","YES","99MixedAges","01Dx_Molc",574,"NO",-1.04145387482816,0.0322128851540616
"974","PMID32512665-01","PMID32512665-01-01","PMID32512665-01-CRYP-01","02Outpatient","Both",238,238,6,0.0252100840336134,0.0101614148457053,41967,"Cryptosporidium","PMID32512665","South Asia","South-East Asia","Subnational","IND","India","YES","99MixedAges","01Dx_Molc",212,"NO",-3.65497790243825,0.170977011494253
"975","PMID32512665-01","PMID32512665-01-02","PMID32512665-01-CRYP-02","02Outpatient","Both",78,78,6,0.0769230769230769,0.0301717130981822,41967,"Cryptosporidium","PMID32512665","South Asia","South-East Asia","Subnational","IND","India","YES","99MixedAges","01Dx_Molc",212,"NO",-2.484906649788,0.180555555555556
"976","PMID33813114-01","PMID33813114-01-01","PMID33813114-01-CRYP-01","00Asymptomatic","Both",97,97,4,0.0412371134020619,0.0201889563259012,41787,"Cryptosporidium","PMID33813114","Sub-Saharan Africa","Africa","Subnational","GHA","Ghana","YES","0-11mo","01Dx_Molc",182,"NO",-3.14630513203337,0.260752688172043
"977","PMID33813114-01","PMID33813114-01-02","PMID33813114-01-CRYP-02","02Outpatient","Both",107,107,13,0.121495327102804,0.0315834767807571,41787,"Cryptosporidium","PMID33813114","Sub-Saharan Africa","Africa","Subnational","GHA","Ghana","YES","0-11mo","01Dx_Molc",182,"NO",-1.97834542480847,0.0875613747954174
"978","PMID34030738-01","PMID34030738-01-01","PMID34030738-01-CRYP-01","02Outpatient","Both",3581,279,1,0.003584229390681,0.00357780027449036,41946,"Cryptosporidium","PMID34030738","East Asia and Pacific","Western Pacific","Subnational","CHN","China","NO","99MixedAges","01Dx_Molc",182,"NO",-5.62762111369064,1.00359712230216
"979","PMID35915480-01","PMID35915480-01-01","PMID35915480-01-CRYP-01","03Inpatient","Both",122,122,22,0.180327868852459,0.0348074008250164,41780,"Cryptosporidium","PMID35915480","Sub-Saharan Africa","Africa","Subnational","KEN","Kenya","NO","0-11mo","01Dx_Molc",364,"NO",-1.51412773262978,0.0554545454545455
"980","PMID35915480-01","PMID35915480-01-02","PMID35915480-01-CRYP-02","03Inpatient","Both",63,63,7,0.111111111111111,0.0395942580610999,41780,"Cryptosporidium","PMID35915480","Sub-Saharan Africa","Africa","Subnational","KEN","Kenya","NO","12-23mo","01Dx_Molc",364,"NO",-2.07944154167984,0.160714285714286
"981","PMID35915480-01","PMID35915480-01-03","PMID35915480-01-CRYP-03","03Inpatient","Both",29,29,2,0.0689655172413793,0.0470543613255871,41780,"Cryptosporidium","PMID35915480","Sub-Saharan Africa","Africa","Subnational","KEN","Kenya","NO","24-59mo","01Dx_Molc",364,"NO",-2.60268968544438,0.537037037037037
"982","PMID35915480-02","PMID35915480-02-01","PMID35915480-02-CRYP-01","03Inpatient","Both",185,185,23,0.124324324324324,0.024258493826557,41780,"Cryptosporidium","PMID35915480","Sub-Saharan Africa","Africa","Subnational","KEN","Kenya","YES","0-11mo","01Dx_Molc",730,"NO",-1.95210211930323,0.0496511003757381
"983","PMID35915480-02","PMID35915480-02-02","PMID35915480-02-CRYP-02","03Inpatient","Both",152,152,29,0.190789473684211,0.031870301554185,41780,"Cryptosporidium","PMID35915480","Sub-Saharan Africa","Africa","Subnational","KEN","Kenya","YES","12-23mo","01Dx_Molc",730,"NO",-1.44488852538594,0.0426128399215027
"984","PMID35915480-02","PMID35915480-02-03","PMID35915480-02-CRYP-03","03Inpatient","Both",75,75,9,0.12,0.0375233260785874,41780,"Cryptosporidium","PMID35915480","Sub-Saharan Africa","Africa","Subnational","KEN","Kenya","YES","24-59mo","01Dx_Molc",730,"NO",-1.99243016469021,0.126262626262626
"985","PMID36660904-01","PMID36660904-01-01","PMID36660904-01-CRYP-01","02Outpatient","Both",56,56,0,0,0,41779,"Cryptosporidium","PMID36660904","Europe and Central Asia","Europe","National","ARM","Armenia","YES","0-11mo","01Dx_Molc",188,"YES",-4.72738781871234,2.01769911504425
"986","PMID36660904-01","PMID36660904-01-02","PMID36660904-01-CRYP-02","02Outpatient","Both",67,67,0,0,0,41779,"Cryptosporidium","PMID36660904","Europe and Central Asia","Europe","National","ARM","Armenia","YES","12-23mo","01Dx_Molc",188,"YES",-4.90527477843843,2.01481481481481
"987","PMID36660904-01","PMID36660904-01-03","PMID36660904-01-CRYP-03","02Outpatient","Both",77,77,1,0.012987012987013,0.0129024061385767,41779,"Cryptosporidium","PMID36660904","Europe and Central Asia","Europe","National","ARM","Armenia","YES","24-59mo","01Dx_Molc",188,"YES",-4.33073334028633,1.01315789473684
"988","PMID36660904-02","PMID36660904-02-01","PMID36660904-02-CRYP-01","02Outpatient","Both",93,93,10,0.10752688172043,0.0321228909483683,41779,"Cryptosporidium","PMID36660904","Sub-Saharan Africa","Africa","National","BEN","Benin","NO","0-11mo","01Dx_Molc",186,"YES",-2.11625551480255,0.112048192771084
"989","PMID36660904-02","PMID36660904-02-02","PMID36660904-02-CRYP-02","02Outpatient","Both",44,44,6,0.136363636363636,0.0517354711799542,41779,"Cryptosporidium","PMID36660904","Sub-Saharan Africa","Africa","National","BEN","Benin","NO","12-23mo","01Dx_Molc",186,"YES",-1.84582669049833,0.192982456140351
"990","PMID36660904-02","PMID36660904-02-03","PMID36660904-02-CRYP-03","02Outpatient","Both",20,20,6,0.3,0.102469507659596,41779,"Cryptosporidium","PMID36660904","Sub-Saharan Africa","Africa","National","BEN","Benin","NO","24-59mo","01Dx_Molc",186,"YES",-0.847297860387204,0.238095238095238
"991","PMID36660904-03","PMID36660904-03-01","PMID36660904-03-CRYP-01","02Outpatient","Both",52,52,3,0.0576923076923077,0.0323335695183349,41779,"Cryptosporidium","PMID36660904","Latin America and Caribbean","Americas","National","BOL","Bolivia","YES","0-11mo","01Dx_Molc",364,"YES",-2.79320800944252,0.353741496598639
"992","PMID36660904-03","PMID36660904-03-02","PMID36660904-03-CRYP-02","02Outpatient","Both",42,42,1,0.0238095238095238,0.0235243695252227,41779,"Cryptosporidium","PMID36660904","Latin America and Caribbean","Americas","National","BOL","Bolivia","YES","12-23mo","01Dx_Molc",364,"YES",-3.71357206670431,1.02439024390244
"993","PMID36660904-03","PMID36660904-03-03","PMID36660904-03-CRYP-03","02Outpatient","Both",21,21,3,0.142857142857143,0.0763603548321213,41779,"Cryptosporidium","PMID36660904","Latin America and Caribbean","Americas","National","BOL","Bolivia","YES","24-59mo","01Dx_Molc",364,"YES",-1.79175946922805,0.388888888888889
"994","PMID36660904-04","PMID36660904-04-01","PMID36660904-04-CRYP-01","02Outpatient","Both",222,222,0,0,0,41779,"Cryptosporidium","PMID36660904","East Asia and Pacific","Western Pacific","National","CHN","China","NO","0-11mo","01Dx_Molc",188,"YES",-6.09807428216624,2.00449438202247
"995","PMID36660904-04","PMID36660904-04-02","PMID36660904-04-CRYP-02","02Outpatient","Both",195,195,0,0,0,41779,"Cryptosporidium","PMID36660904","East Asia and Pacific","Western Pacific","National","CHN","China","NO","12-23mo","01Dx_Molc",188,"YES",-5.96870755998537,2.00511508951407
"996","PMID36660904-04","PMID36660904-04-03","PMID36660904-04-CRYP-03","02Outpatient","Both",100,100,0,0,0,41779,"Cryptosporidium","PMID36660904","East Asia and Pacific","Western Pacific","National","CHN","China","NO","24-59mo","01Dx_Molc",188,"YES",-5.30330490805908,2.00995024875622
"997","PMID36660904-05","PMID36660904-05-01","PMID36660904-05-CRYP-01","02Outpatient","Both",80,80,4,0.05,0.0243669858620224,41779,"Cryptosporidium","PMID36660904","Sub-Saharan Africa","Africa","National","CIV","Cote d'Ivoire","YES","0-11mo","01Dx_Molc",186,"YES",-2.94443897916644,0.263157894736842
"998","PMID36660904-05","PMID36660904-05-02","PMID36660904-05-CRYP-02","02Outpatient","Both",33,33,5,0.151515151515152,0.0624155940053863,41779,"Cryptosporidium","PMID36660904","Sub-Saharan Africa","Africa","National","CIV","Cote d'Ivoire","YES","12-23mo","01Dx_Molc",186,"YES",-1.7227665977411,0.235714285714286
"999","PMID36660904-05","PMID36660904-05-03","PMID36660904-05-CRYP-03","02Outpatient","Both",23,23,1,0.0434782608695652,0.0425225779932022,41779,"Cryptosporidium","PMID36660904","Sub-Saharan Africa","Africa","National","CIV","Cote d'Ivoire","YES","24-59mo","01Dx_Molc",186,"YES",-3.09104245335832,1.04545454545455
"1000","PMID36660904-06","PMID36660904-06-01","PMID36660904-06-CRYP-01","02Outpatient","Both",89,89,0,0,0,41779,"Cryptosporidium","PMID36660904","Latin America and Caribbean","Americas","National","ECU","Ecuador","YES","0-11mo","01Dx_Molc",188,"YES",-5.18738580584075,2.01117318435754
"1001","PMID36660904-06","PMID36660904-06-02","PMID36660904-06-CRYP-02","02Outpatient","Both",61,61,5,0.0819672131147541,0.0351224063481957,41779,"Cryptosporidium","PMID36660904","Latin America and Caribbean","Americas","National","ECU","Ecuador","YES","12-23mo","01Dx_Molc",188,"YES",-2.41591377830105,0.217857142857143
"1002","PMID36660904-06","PMID36660904-06-03","PMID36660904-06-CRYP-03","02Outpatient","Both",28,28,0,0,0,41779,"Cryptosporidium","PMID36660904","Latin America and Caribbean","Americas","National","ECU","Ecuador","YES","24-59mo","01Dx_Molc",188,"YES",-4.04305126783455,2.03508771929825
"1003","PMID36660904-07","PMID36660904-07-01","PMID36660904-07-CRYP-01","02Outpatient","Both",45,45,8,0.177777777777778,0.0569937305531003,41779,"Cryptosporidium","PMID36660904","Sub-Saharan Africa","Africa","National","ETH","Ethiopia","YES","0-11mo","01Dx_Molc",186,"YES",-1.53147637096439,0.152027027027027
"1004","PMID36660904-07","PMID36660904-07-02","PMID36660904-07-CRYP-02","02Outpatient","Both",46,46,10,0.217391304347826,0.0608155309721944,41779,"Cryptosporidium","PMID36660904","Sub-Saharan Africa","Africa","National","ETH","Ethiopia","YES","12-23mo","01Dx_Molc",186,"YES",-1.28093384546206,0.127777777777778
"1005","PMID36660904-07","PMID36660904-07-03","PMID36660904-07-CRYP-03","02Outpatient","Both",77,77,9,0.116883116883117,0.0366133631609895,41779,"Cryptosporidium","PMID36660904","Sub-Saharan Africa","Africa","National","ETH","Ethiopia","YES","24-59mo","01Dx_Molc",186,"YES",-2.02228312783989,0.125816993464052
"1006","PMID36660904-08","PMID36660904-08-01","PMID36660904-08-CRYP-01","02Outpatient","Both",43,43,1,0.0232558139534884,0.022983806772175,41779,"Cryptosporidium","PMID36660904","East Asia and Pacific","Western Pacific","National","FJI","Fiji","YES","0-11mo","01Dx_Molc",188,"YES",-3.73766961828337,1.02380952380952
"1007","PMID36660904-08","PMID36660904-08-02","PMID36660904-08-CRYP-02","02Outpatient","Both",40,40,1,0.025,0.0246855220726644,41779,"Cryptosporidium","PMID36660904","East Asia and Pacific","Western Pacific","National","FJI","Fiji","YES","12-23mo","01Dx_Molc",188,"YES",-3.66356164612965,1.02564102564103
"1008","PMID36660904-08","PMID36660904-08-03","PMID36660904-08-CRYP-03","02Outpatient","Both",45,45,1,0.0222222222222222,0.0219739214432464,41779,"Cryptosporidium","PMID36660904","East Asia and Pacific","Western Pacific","National","FJI","Fiji","YES","24-59mo","01Dx_Molc",188,"YES",-3.78418963391826,1.02272727272727
"1009","PMID36660904-09","PMID36660904-09-01","PMID36660904-09-CRYP-01","02Outpatient","Both",68,68,13,0.191176470588235,0.0476858635609531,41779,"Cryptosporidium","PMID36660904","Sub-Saharan Africa","Africa","National","GHA","Ghana","YES","0-11mo","01Dx_Molc",186,"YES",-1.44238382777093,0.0951048951048951
"1010","PMID36660904-09","PMID36660904-09-02","PMID36660904-09-CRYP-02","02Outpatient","Both",51,51,14,0.274509803921569,0.062489869213841,41779,"Cryptosporidium","PMID36660904","Sub-Saharan Africa","Africa","National","GHA","Ghana","YES","12-23mo","01Dx_Molc",186,"YES",-0.971860583028966,0.0984555984555985
"1011","PMID36660904-09","PMID36660904-09-03","PMID36660904-09-CRYP-03","02Outpatient","Both",24,24,9,0.375,0.0988211768802619,41779,"Cryptosporidium","PMID36660904","Sub-Saharan Africa","Africa","National","GHA","Ghana","YES","24-59mo","01Dx_Molc",186,"YES",-0.510825623765991,0.177777777777778
"1012","PMID36660904-10","PMID36660904-10-01","PMID36660904-10-CRYP-01","02Outpatient","Both",97,97,5,0.0515463917525773,0.0224502568694388,41779,"Cryptosporidium","PMID36660904","Latin America and Caribbean","Americas","National","HND","Honduras","YES","0-11mo","01Dx_Molc",188,"YES",-2.91235066461494,0.210869565217391
"1013","PMID36660904-10","PMID36660904-10-02","PMID36660904-10-CRYP-02","02Outpatient","Both",56,56,2,0.0357142857142857,0.0247987526724791,41779,"Cryptosporidium","PMID36660904","Latin America and Caribbean","Americas","National","HND","Honduras","YES","12-23mo","01Dx_Molc",188,"YES",-3.29583686600433,0.518518518518518
"1014","PMID36660904-10","PMID36660904-10-03","PMID36660904-10-CRYP-03","02Outpatient","Both",40,40,8,0.2,0.0632455532033676,41779,"Cryptosporidium","PMID36660904","Latin America and Caribbean","Americas","National","HND","Honduras","YES","24-59mo","01Dx_Molc",188,"YES",-1.38629436111989,0.15625
"1015","PMID36660904-11","PMID36660904-11-01","PMID36660904-11-CRYP-01","02Outpatient","Both",222,222,8,0.036036036036036,0.0125089949875441,41779,"Cryptosporidium","PMID36660904","South Asia","South-East Asia","National","IND","India","YES","0-11mo","01Dx_Molc",186,"YES",-3.28653447334202,0.129672897196262
"1016","PMID36660904-11","PMID36660904-11-02","PMID36660904-11-CRYP-02","02Outpatient","Both",145,145,10,0.0689655172413793,0.02104335011237,41779,"Cryptosporidium","PMID36660904","South Asia","South-East Asia","National","IND","India","YES","12-23mo","01Dx_Molc",186,"YES",-2.60268968544438,0.107407407407407
"1017","PMID36660904-11","PMID36660904-11-03","PMID36660904-11-CRYP-03","02Outpatient","Both",101,101,7,0.0693069306930693,0.0252714921865803,41779,"Cryptosporidium","PMID36660904","South Asia","South-East Asia","National","IND","India","YES","24-59mo","01Dx_Molc",186,"YES",-2.59738463321469,0.153495440729483
"1018","PMID36660904-12","PMID36660904-12-01","PMID36660904-12-CRYP-01","02Outpatient","Both",74,74,1,0.0135135135135135,0.0134218954163718,41779,"Cryptosporidium","PMID36660904","East Asia and Pacific","South-East Asia","National","IDN","Indonesia","NO","0-11mo","01Dx_Molc",188,"YES",-4.29045944114839,1.01369863013699
"1019","PMID36660904-12","PMID36660904-12-02","PMID36660904-12-CRYP-02","02Outpatient","Both",43,43,0,0,0,41779,"Cryptosporidium","PMID36660904","East Asia and Pacific","South-East Asia","National","IDN","Indonesia","NO","12-23mo","01Dx_Molc",188,"YES",-4.46590811865458,2.02298850574713
"1020","PMID36660904-12","PMID36660904-12-03","PMID36660904-12-CRYP-03","02Outpatient","Both",54,54,0,0,0,41779,"Cryptosporidium","PMID36660904","East Asia and Pacific","South-East Asia","National","IDN","Indonesia","NO","24-59mo","01Dx_Molc",188,"YES",-4.69134788222914,2.01834862385321
"1021","PMID36660904-13","PMID36660904-13-01","PMID36660904-13-CRYP-01","02Outpatient","Both",49,49,3,0.0612244897959184,0.0342488050276115,41779,"Cryptosporidium","PMID36660904","East Asia and Pacific","Western Pacific","National","LAO","Laos","NO","0-11mo","01Dx_Molc",186,"YES",-2.73002910782099,0.355072463768116
"1022","PMID36660904-13","PMID36660904-13-02","PMID36660904-13-CRYP-02","02Outpatient","Both",55,55,2,0.0363636363636364,0.0252411360910031,41779,"Cryptosporidium","PMID36660904","East Asia and Pacific","Western Pacific","National","LAO","Laos","NO","12-23mo","01Dx_Molc",186,"YES",-3.27714473299218,0.518867924528302
"1023","PMID36660904-13","PMID36660904-13-03","PMID36660904-13-CRYP-03","02Outpatient","Both",32,32,1,0.03125,0.0307578432578586,41779,"Cryptosporidium","PMID36660904","East Asia and Pacific","Western Pacific","National","LAO","Laos","NO","24-59mo","01Dx_Molc",186,"YES",-3.43398720448515,1.03225806451613
"1024","PMID36660904-14","PMID36660904-14-01","PMID36660904-14-CRYP-01","02Outpatient","Both",68,68,8,0.117647058823529,0.0390712449502983,41779,"Cryptosporidium","PMID36660904","Sub-Saharan Africa","Africa","Subnational","MDG","Madagascar","YES","0-11mo","01Dx_Molc",186,"YES",-2.01490302054226,0.141666666666667
"1025","PMID36660904-14","PMID36660904-14-02","PMID36660904-14-CRYP-02","02Outpatient","Both",58,58,6,0.103448275862069,0.039988517766469,41779,"Cryptosporidium","PMID36660904","Sub-Saharan Africa","Africa","Subnational","MDG","Madagascar","YES","12-23mo","01Dx_Molc",186,"YES",-2.15948424935337,0.185897435897436
"1026","PMID36660904-14","PMID36660904-14-03","PMID36660904-14-CRYP-03","02Outpatient","Both",20,20,1,0.05,0.0487339717240448,41779,"Cryptosporidium","PMID36660904","Sub-Saharan Africa","Africa","Subnational","MDG","Madagascar","YES","24-59mo","01Dx_Molc",186,"YES",-2.94443897916644,1.05263157894737
"1027","PMID36660904-15","PMID36660904-15-01","PMID36660904-15-CRYP-01","02Outpatient","Both",58,58,1,0.0172413793103448,0.0170921004892569,41779,"Cryptosporidium","PMID36660904","Sub-Saharan Africa","Africa","National","MUS","Mauritius","YES","0-11mo","01Dx_Molc",188,"YES",-4.04305126783455,1.01754385964912
"1028","PMID36660904-15","PMID36660904-15-02","PMID36660904-15-CRYP-02","02Outpatient","Both",36,36,1,0.0277777777777778,0.0273892582550908,41779,"Cryptosporidium","PMID36660904","Sub-Saharan Africa","Africa","National","MUS","Mauritius","YES","12-23mo","01Dx_Molc",188,"YES",-3.55534806148941,1.02857142857143
"1029","PMID36660904-15","PMID36660904-15-03","PMID36660904-15-CRYP-03","02Outpatient","Both",61,61,1,0.0163934426229508,0.0162585148747693,41779,"Cryptosporidium","PMID36660904","Sub-Saharan Africa","Africa","National","MUS","Mauritius","YES","24-59mo","01Dx_Molc",188,"YES",-4.0943445622221,1.01666666666667
